DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON001331,ALM00245,371,In-Kind,Credit Card,2024-05-16,Scholarship,False,True,,Completed
DON001332,ALM01128,25000,In-Kind,Bank Transfer,2024-08-07,Endowment,False,True,,Completed
DON001333,ALM00217,276,In-Kind,Bank Transfer,2023-11-08,Infrastructure,False,True,,Completed
DON001334,ALM01371,50000,Recurring Monthly,Bank Transfer,2024-09-13,Infrastructure,False,True,,Completed
DON001335,ALM02587,417,Recurring Monthly,Wire Transfer,2025-02-23,Research,False,True,,Pending
DON001336,ALM01523,179,Recurring Monthly,Wire Transfer,2025-02-05,Scholarship,False,True,,Completed
DON001337,ALM03351,236,In-Kind,Credit Card,2024-07-07,Scholarship,False,True,,Completed
DON001338,ALM00439,303,One-Time Gift,Stock,2025-04-09,Infrastructure,False,True,,Completed
DON001339,ALM01943,381,One-Time Gift,Bank Transfer,2025-02-25,General Fund,False,True,,Completed
DON001340,ALM03183,421,Pledge,Stock,2025-08-18,Endowment,False,False,Monthly,Completed
DON001341,ALM00466,475,Recurring Monthly,Wire Transfer,2024-11-11,General Fund,False,True,,Completed
DON001342,ALM03215,250000,Major Gift,Wire Transfer,2025-08-15,Infrastructure,False,True,,Completed
DON001343,ALM03182,499,Pledge,Wire Transfer,2025-09-09,Infrastructure,False,True,Annual,Completed
DON001344,ALM00307,369,Major Gift,Bank Transfer,2024-04-14,General Fund,False,True,,Completed
DON001345,ALM00087,499,In-Kind,Wire Transfer,2025-05-25,Endowment,False,True,Quarterly,Completed
DON001346,ALM01972,275,One-Time Gift,Stock,2024-09-06,Research,False,True,Monthly,Completed
DON001347,ALM00936,50000,Pledge,Stock,2024-10-13,Infrastructure,False,True,,Completed
DON001348,ALM01031,493,Recurring Monthly,Stock,2024-09-05,Research,False,True,Quarterly,Completed
DON001349,ALM00814,100000,One-Time Gift,Bank Transfer,2025-07-26,Scholarship,False,True,,Completed
DON001350,ALM02062,241,One-Time Gift,Credit Card,2024-10-24,Research,False,True,,Completed
DON001351,ALM03166,160,Major Gift,Bank Transfer,2024-04-20,General Fund,False,False,,Completed
DON001352,ALM01427,323,Pledge,Bank Transfer,2023-12-04,Endowment,True,True,,Completed
DON001353,ALM01158,256,Pledge,Check,2024-09-03,General Fund,False,True,,Completed
DON001354,ALM00329,145,Major Gift,Check,2025-04-10,General Fund,True,False,,Completed
DON001355,ALM01351,10000,One-Time Gift,Wire Transfer,2025-02-13,Infrastructure,False,True,,Completed
DON001356,ALM02915,357,Recurring Monthly,Bank Transfer,2024-08-06,Endowment,False,True,,Completed
DON001357,ALM03155,429,In-Kind,Stock,2023-11-13,General Fund,False,True,,Completed
DON001358,ALM02741,406,Recurring Monthly,Bank Transfer,2025-05-17,Endowment,False,True,,Completed
DON001359,ALM02959,10000,Recurring Monthly,Check,2025-04-21,Scholarship,False,True,,Completed
DON001360,ALM01484,284,Major Gift,Stock,2024-05-14,General Fund,False,True,,Completed
DON001361,ALM01671,461,Major Gift,Bank Transfer,2025-02-02,Scholarship,False,True,,Completed
DON001362,ALM02720,10000,Major Gift,Stock,2025-04-20,Research,False,True,,Completed
DON001363,ALM02450,419,Recurring Monthly,Check,2023-12-20,General Fund,False,True,,Completed
DON001364,ALM01604,25000,Pledge,Wire Transfer,2024-04-17,Endowment,False,True,Monthly,Completed
DON001365,ALM00049,411,One-Time Gift,Wire Transfer,2023-12-31,Endowment,False,True,,Completed
DON001366,ALM00733,65,One-Time Gift,Wire Transfer,2024-08-20,Endowment,False,True,,Completed
DON001367,ALM02274,73,Pledge,Credit Card,2024-10-26,Infrastructure,True,True,Monthly,Completed
DON001368,ALM00640,25000,Major Gift,Wire Transfer,2025-08-20,Scholarship,False,False,,Completed
DON001369,ALM00464,314,Recurring Monthly,Wire Transfer,2025-02-12,Infrastructure,False,True,,Completed
DON001370,ALM02170,322,In-Kind,Credit Card,2025-06-17,Research,False,True,,Completed
DON001371,ALM01471,347,Pledge,Bank Transfer,2025-07-12,General Fund,False,True,,Completed
DON001372,ALM01862,153,One-Time Gift,Stock,2024-09-20,Endowment,False,True,,Completed
DON001373,ALM03216,100000,Recurring Monthly,Wire Transfer,2025-03-10,General Fund,False,True,Quarterly,Completed
DON001374,ALM00435,381,Major Gift,Stock,2024-12-09,General Fund,False,True,,Completed
DON001375,ALM00432,404,Pledge,Check,2023-12-07,Endowment,False,True,,Completed
DON001376,ALM01975,100000,One-Time Gift,Stock,2025-09-11,General Fund,False,True,,Completed
DON001377,ALM02043,10000,Major Gift,Stock,2025-01-01,Scholarship,False,False,Quarterly,Completed
DON001378,ALM01025,485,Recurring Monthly,Check,2025-02-17,Endowment,False,True,,Completed
DON001379,ALM00329,25000,Pledge,Wire Transfer,2024-03-19,Research,False,True,,Completed
DON001380,ALM00502,25000,One-Time Gift,Check,2025-05-23,Research,False,True,Quarterly,Declined
DON001381,ALM02615,250000,Pledge,Check,2024-12-18,Research,False,True,,Pending
DON001382,ALM02459,185,One-Time Gift,Credit Card,2025-07-20,Endowment,True,True,,Pending
DON001383,ALM01454,354,Recurring Monthly,Stock,2025-05-29,Infrastructure,True,True,,Completed
DON001384,ALM02123,77,In-Kind,Credit Card,2025-02-17,General Fund,False,True,,Declined
DON001385,ALM01391,250000,Major Gift,Wire Transfer,2024-05-17,Endowment,True,True,,Declined
DON001386,ALM03117,467,Major Gift,Check,2024-10-29,General Fund,False,True,,Completed
DON001387,ALM00259,499,In-Kind,Stock,2025-08-13,Scholarship,False,True,,Completed
DON001388,ALM02997,141,Pledge,Bank Transfer,2025-02-24,Scholarship,False,True,,Completed
DON001389,ALM00448,273,In-Kind,Credit Card,2025-06-07,Scholarship,False,True,,Completed
DON001390,ALM00650,461,One-Time Gift,Stock,2024-07-23,Research,False,True,,Pending
DON001391,ALM01318,399,Recurring Monthly,Bank Transfer,2025-06-02,General Fund,False,True,,Completed
DON001392,ALM01476,50000,Major Gift,Credit Card,2024-12-11,Endowment,False,True,Quarterly,Completed
DON001393,ALM01501,203,In-Kind,Check,2024-07-21,Endowment,False,True,,Completed
DON001394,ALM00986,50000,Major Gift,Check,2024-10-09,General Fund,False,True,,Completed
DON001395,ALM01642,286,In-Kind,Stock,2024-07-12,Scholarship,False,True,Monthly,Completed
DON001396,ALM02792,374,In-Kind,Wire Transfer,2024-11-06,Scholarship,False,True,,Completed
DON001397,ALM01369,315,Recurring Monthly,Credit Card,2025-10-02,Research,False,True,Quarterly,Completed
DON001398,ALM02555,170,Major Gift,Credit Card,2023-12-25,Endowment,False,True,Annual,Completed
DON001399,ALM01519,10000,In-Kind,Bank Transfer,2024-01-08,Research,False,True,,Completed
DON001400,ALM00451,184,Recurring Monthly,Bank Transfer,2025-06-12,Scholarship,False,True,,Completed
DON001401,ALM00147,214,Pledge,Bank Transfer,2025-09-07,Scholarship,False,True,,Completed
DON001402,ALM00271,385,Recurring Monthly,Credit Card,2025-09-02,Research,False,True,Monthly,Completed
DON001403,ALM02296,411,Pledge,Wire Transfer,2024-11-17,Scholarship,False,True,,Completed
DON001404,ALM02472,250000,Major Gift,Wire Transfer,2024-05-12,General Fund,False,True,,Completed
DON001405,ALM01257,487,In-Kind,Bank Transfer,2024-12-11,Endowment,False,True,,Completed
DON001406,ALM01583,463,Major Gift,Bank Transfer,2025-06-09,Scholarship,False,True,Monthly,Completed
DON001407,ALM00539,25000,Pledge,Credit Card,2024-05-25,Scholarship,False,True,,Declined
DON001408,ALM00026,145,Major Gift,Wire Transfer,2025-10-21,Research,False,True,Quarterly,Completed
DON001409,ALM02438,10000,Recurring Monthly,Stock,2025-04-08,Infrastructure,False,True,Monthly,Completed
DON001410,ALM01991,250000,Pledge,Wire Transfer,2024-08-14,Infrastructure,False,True,Monthly,Completed
DON001411,ALM01315,271,Major Gift,Check,2024-05-23,Endowment,False,True,Quarterly,Completed
DON001412,ALM00520,10000,Recurring Monthly,Credit Card,2024-05-06,Infrastructure,False,True,,Pending
DON001413,ALM00454,375,Recurring Monthly,Wire Transfer,2025-10-31,Infrastructure,False,True,Monthly,Completed
DON001414,ALM01965,250000,In-Kind,Bank Transfer,2024-07-12,Research,False,True,,Completed
DON001415,ALM00994,111,Major Gift,Credit Card,2025-07-01,Scholarship,False,True,,Completed
DON001416,ALM00831,250000,Pledge,Credit Card,2023-12-21,General Fund,False,True,Monthly,Completed
DON001417,ALM00354,418,Recurring Monthly,Bank Transfer,2024-04-29,Endowment,False,True,,Completed
DON001418,ALM02426,98,Major Gift,Credit Card,2024-02-10,Research,False,True,,Completed
DON001419,ALM01089,250000,Pledge,Bank Transfer,2024-08-15,General Fund,False,True,,Completed
DON001420,ALM01859,146,One-Time Gift,Wire Transfer,2024-03-26,Research,False,True,,Completed
DON001421,ALM02208,179,In-Kind,Bank Transfer,2025-01-13,Endowment,False,True,,Completed
DON001422,ALM03409,380,One-Time Gift,Bank Transfer,2024-05-11,Endowment,False,True,,Completed
DON001423,ALM00294,202,Recurring Monthly,Check,2024-07-14,Scholarship,False,True,,Completed
DON001424,ALM02381,10000,Pledge,Credit Card,2025-07-21,Infrastructure,False,True,,Pending
DON001425,ALM01857,156,Recurring Monthly,Credit Card,2024-02-25,Infrastructure,False,True,,Completed
DON001426,ALM01073,25000,In-Kind,Bank Transfer,2025-03-07,General Fund,True,True,Annual,Completed
DON001427,ALM03480,306,In-Kind,Stock,2024-12-25,Endowment,False,True,,Pending
DON001428,ALM01388,221,Recurring Monthly,Wire Transfer,2024-12-13,Endowment,False,True,,Completed
DON001429,ALM01471,250000,One-Time Gift,Credit Card,2024-04-24,Infrastructure,False,False,,Completed
DON001430,ALM01780,10000,One-Time Gift,Credit Card,2024-04-16,General Fund,True,False,,Completed
DON001431,ALM00515,83,Pledge,Stock,2024-09-14,Endowment,False,True,Quarterly,Completed
DON001432,ALM02896,100000,Major Gift,Wire Transfer,2024-06-04,Research,False,True,,Completed
DON001433,ALM02113,50000,Pledge,Check,2024-02-13,Endowment,False,True,,Pending
DON001434,ALM02494,65,Major Gift,Check,2024-09-13,Research,False,True,,Completed
DON001435,ALM02738,50000,Major Gift,Credit Card,2024-02-26,General Fund,False,True,Monthly,Completed
DON001436,ALM01370,68,Recurring Monthly,Bank Transfer,2025-05-15,General Fund,False,True,Annual,Completed
DON001437,ALM00902,250000,In-Kind,Stock,2025-10-07,General Fund,False,True,,Declined
DON001438,ALM02879,325,Recurring Monthly,Stock,2025-03-06,Research,False,True,,Completed
DON001439,ALM01143,204,In-Kind,Bank Transfer,2025-09-13,General Fund,False,True,,Completed
DON001440,ALM01946,424,One-Time Gift,Credit Card,2023-12-16,Infrastructure,False,True,,Completed
DON001441,ALM02699,150,Major Gift,Credit Card,2025-07-30,Scholarship,False,True,,Completed
DON001442,ALM00196,25000,In-Kind,Wire Transfer,2025-08-11,Infrastructure,False,True,,Completed
DON001443,ALM00142,480,Major Gift,Bank Transfer,2023-11-04,Endowment,False,True,,Completed
DON001444,ALM00419,100000,In-Kind,Wire Transfer,2025-07-13,Scholarship,False,True,,Declined
DON001445,ALM02574,493,Pledge,Check,2025-07-19,Endowment,False,True,Monthly,Completed
DON001446,ALM02935,195,One-Time Gift,Bank Transfer,2023-11-05,Infrastructure,False,False,,Completed
DON001447,ALM03302,53,In-Kind,Bank Transfer,2024-09-07,Infrastructure,False,True,,Completed
DON001448,ALM02853,50000,Recurring Monthly,Bank Transfer,2025-03-02,Scholarship,False,True,,Completed
DON001449,ALM03490,295,One-Time Gift,Check,2025-01-04,Infrastructure,False,True,,Completed
DON001450,ALM00186,79,Major Gift,Stock,2024-08-03,Scholarship,False,True,Monthly,Completed
DON001451,ALM00718,146,In-Kind,Credit Card,2024-11-16,Research,False,True,,Completed
DON001452,ALM00379,281,Recurring Monthly,Bank Transfer,2024-08-18,Endowment,False,True,,Completed
DON001453,ALM01771,469,Recurring Monthly,Wire Transfer,2024-11-19,Endowment,False,True,,Completed
DON001454,ALM02567,455,Pledge,Stock,2024-10-14,Research,False,True,,Completed
DON001455,ALM00347,249,Major Gift,Check,2025-02-21,Infrastructure,False,True,Quarterly,Completed
DON001456,ALM03274,50000,Recurring Monthly,Check,2024-06-15,Endowment,False,True,Quarterly,Completed
DON001457,ALM02151,92,In-Kind,Bank Transfer,2023-12-18,Endowment,True,True,,Completed
DON001458,ALM01721,431,Major Gift,Credit Card,2025-03-18,Scholarship,True,True,,Completed
DON001459,ALM01005,432,Major Gift,Check,2024-04-06,Endowment,False,True,,Completed
DON001460,ALM01073,474,Major Gift,Credit Card,2025-07-17,Research,False,True,,Completed
DON001461,ALM01266,183,Recurring Monthly,Bank Transfer,2025-09-14,Scholarship,False,True,,Completed
DON001462,ALM00677,10000,In-Kind,Credit Card,2024-05-24,General Fund,False,True,,Completed
DON001463,ALM00303,387,Recurring Monthly,Wire Transfer,2024-12-16,Endowment,False,True,Monthly,Completed
DON001464,ALM00647,211,Pledge,Check,2025-08-19,Infrastructure,False,True,Quarterly,Completed
DON001465,ALM02277,250000,Major Gift,Wire Transfer,2024-04-12,Scholarship,False,True,,Completed
DON001466,ALM01666,152,Recurring Monthly,Credit Card,2025-05-21,Infrastructure,False,True,,Completed
DON001467,ALM02607,10000,In-Kind,Credit Card,2024-04-02,General Fund,False,True,Annual,Completed
DON001468,ALM00153,240,Recurring Monthly,Stock,2024-12-25,General Fund,False,True,,Completed
DON001469,ALM02740,482,In-Kind,Wire Transfer,2024-04-20,General Fund,False,True,,Completed
DON001470,ALM02721,50000,Pledge,Bank Transfer,2025-10-09,General Fund,False,True,,Completed
DON001471,ALM03219,367,One-Time Gift,Wire Transfer,2024-04-25,Endowment,True,False,,Completed
DON001472,ALM02753,77,Major Gift,Check,2025-03-03,Infrastructure,False,True,,Completed
DON001473,ALM02374,235,Pledge,Wire Transfer,2024-01-25,Infrastructure,False,True,,Completed
DON001474,ALM01164,476,Major Gift,Bank Transfer,2024-09-15,Infrastructure,False,True,,Completed
DON001475,ALM01914,10000,Major Gift,Credit Card,2025-01-16,Endowment,False,True,,Completed
DON001476,ALM01418,250000,Pledge,Bank Transfer,2024-12-28,General Fund,True,True,,Completed
DON001477,ALM02902,250000,Recurring Monthly,Wire Transfer,2024-11-08,General Fund,False,True,,Completed
DON001478,ALM02669,150,One-Time Gift,Bank Transfer,2025-03-31,Scholarship,True,True,Quarterly,Completed
DON001479,ALM01946,357,In-Kind,Stock,2025-02-09,General Fund,False,True,,Completed
DON001480,ALM02522,25000,Major Gift,Credit Card,2024-02-19,Research,False,True,,Completed
DON001481,ALM01500,50000,One-Time Gift,Check,2024-11-23,General Fund,False,True,,Completed
DON001482,ALM03042,100000,In-Kind,Check,2024-02-23,Infrastructure,False,True,Quarterly,Completed
DON001483,ALM00262,51,In-Kind,Bank Transfer,2024-07-23,General Fund,False,True,,Completed
DON001484,ALM03442,10000,Pledge,Stock,2025-06-28,Infrastructure,False,True,,Completed
DON001485,ALM01409,379,In-Kind,Stock,2024-05-11,Infrastructure,False,False,,Completed
DON001486,ALM00145,461,Recurring Monthly,Check,2024-10-13,Infrastructure,False,True,,Completed
DON001487,ALM00831,462,Recurring Monthly,Bank Transfer,2025-09-05,General Fund,False,True,,Completed
DON001488,ALM01998,10000,Major Gift,Check,2025-07-06,Endowment,False,True,,Completed
DON001489,ALM03055,100000,In-Kind,Stock,2024-07-18,General Fund,False,True,,Completed
DON001490,ALM01304,133,One-Time Gift,Credit Card,2025-01-27,Scholarship,False,True,,Completed
DON001491,ALM03235,124,One-Time Gift,Wire Transfer,2024-06-21,Research,False,True,Monthly,Completed
DON001492,ALM03230,250000,Major Gift,Bank Transfer,2024-02-17,Research,False,True,Quarterly,Completed
DON001493,ALM01703,97,Major Gift,Credit Card,2024-10-17,Endowment,False,True,,Completed
DON001494,ALM01565,217,One-Time Gift,Wire Transfer,2024-06-28,Endowment,False,True,Monthly,Completed
DON001495,ALM00199,199,Major Gift,Check,2025-06-15,Infrastructure,False,True,Annual,Pending
DON001496,ALM01285,90,Major Gift,Credit Card,2025-07-09,General Fund,False,True,Monthly,Completed
DON001497,ALM01361,322,In-Kind,Credit Card,2024-12-06,Research,False,True,Quarterly,Pending
DON001498,ALM00789,69,Pledge,Stock,2024-02-20,Endowment,False,True,,Completed
DON001499,ALM00090,100000,Major Gift,Bank Transfer,2024-11-13,General Fund,False,True,Monthly,Completed
DON001500,ALM01205,25000,Pledge,Bank Transfer,2024-03-14,Infrastructure,False,True,,Completed
DON001501,ALM02065,10000,Recurring Monthly,Stock,2025-07-25,Endowment,True,True,,Completed
DON001502,ALM00182,497,Pledge,Check,2025-06-07,General Fund,False,True,,Completed
DON001503,ALM00421,404,In-Kind,Stock,2024-07-08,Research,False,True,,Completed
DON001504,ALM01724,171,Recurring Monthly,Stock,2024-02-24,Infrastructure,False,True,,Completed
DON001505,ALM01866,10000,Recurring Monthly,Credit Card,2024-11-23,Research,False,True,,Completed
DON001506,ALM01515,50000,Recurring Monthly,Check,2025-03-20,Research,False,True,Monthly,Completed
DON001507,ALM02702,197,Major Gift,Wire Transfer,2025-02-23,Infrastructure,True,True,,Completed
DON001508,ALM01362,25000,Recurring Monthly,Credit Card,2024-12-30,Infrastructure,False,True,Monthly,Pending
DON001509,ALM01262,50000,Pledge,Check,2024-10-26,Research,False,True,,Completed
DON001510,ALM01431,472,One-Time Gift,Bank Transfer,2025-01-26,Endowment,True,True,Monthly,Completed
DON001511,ALM02393,278,One-Time Gift,Stock,2024-03-22,Endowment,False,False,Annual,Completed
DON001512,ALM00824,250000,One-Time Gift,Bank Transfer,2025-03-21,Infrastructure,False,True,,Completed
DON001513,ALM03209,25000,One-Time Gift,Stock,2024-12-09,Endowment,True,True,Quarterly,Completed
DON001514,ALM03142,416,In-Kind,Check,2024-02-27,Infrastructure,False,True,,Completed
DON001515,ALM01109,398,In-Kind,Check,2025-02-25,General Fund,False,True,,Completed
DON001516,ALM01587,319,Pledge,Bank Transfer,2024-04-02,Research,False,True,,Completed
DON001517,ALM02981,50000,Pledge,Bank Transfer,2024-10-28,Research,False,True,Annual,Completed
DON001518,ALM00182,250000,Pledge,Stock,2024-07-20,Research,False,True,Monthly,Completed
DON001519,ALM03346,124,Major Gift,Credit Card,2024-12-24,Endowment,False,True,,Completed
DON001520,ALM01465,25000,In-Kind,Check,2025-09-14,Research,False,True,,Completed
DON001521,ALM02880,25000,Pledge,Check,2024-05-17,General Fund,False,True,,Completed
DON001522,ALM01897,190,Pledge,Bank Transfer,2024-01-22,Endowment,False,True,,Completed
DON001523,ALM02273,250000,One-Time Gift,Stock,2024-08-11,Infrastructure,False,True,Quarterly,Completed
DON001524,ALM01065,100,In-Kind,Bank Transfer,2025-02-24,Scholarship,False,True,,Completed
DON001525,ALM02004,144,In-Kind,Stock,2025-05-16,Infrastructure,False,True,Monthly,Completed
DON001526,ALM03173,50000,In-Kind,Bank Transfer,2025-08-08,Endowment,False,True,Monthly,Completed
DON001527,ALM01391,401,One-Time Gift,Wire Transfer,2025-02-21,Research,False,True,,Completed
DON001528,ALM03280,320,Recurring Monthly,Check,2024-08-02,Research,True,True,,Completed
